YYYYMMDDHH,TY,EYE,GUSTS,MRD,VMAX,MSLP,MAXSEAS,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME
2018081612, TS,34,125,160,80,80,1002,210,35,0,0,0,0,0,     SOULIK
2018081612, TS,50,55,55,45,45,1002,210,35,0,0,0,0,0,     SOULIK
2018081618, TS,34,120,145,75,90,1001,200,40,0,0,0,0,0,     SOULIK
2018081618, TS,50,60,55,30,30,1001,200,40,0,0,0,0,0,     SOULIK
2018081700, TY,34,145,145,70,95,1001,200,30,0,0,0,0,0,     SOULIK
2018081700, TY,50,75,75,35,40,1001,200,30,0,0,0,0,0,     SOULIK
2018081700, TY,64,25,30,20,20,1001,200,30,0,0,0,0,0,     SOULIK
2018081706, TY,34,145,145,90,115,1001,200,25,0,0,0,0,0,     SOULIK
2018081706, TY,50,80,65,45,60,1001,200,25,0,0,0,0,0,     SOULIK
2018081706, TY,64,40,35,35,35,1001,200,25,0,0,0,0,0,     SOULIK
2018081712, TY,34,125,120,85,100,1001,200,15,0,20,0,0,0,     SOULIK
2018081712, TY,50,65,60,40,50,1001,200,15,0,20,0,0,0,     SOULIK
2018081712, TY,64,35,30,30,30,1001,200,15,0,20,0,0,0,     SOULIK
2018081718, TY,34,130,120,90,105,1002,215,15,0,20,0,0,0,     SOULIK
2018081718, TY,50,70,60,45,50,1002,215,15,0,20,0,0,0,     SOULIK
2018081718, TY,64,35,30,20,25,1002,215,15,0,20,0,0,0,     SOULIK
2018081800, TY,34,120,120,90,110,1002,215,15,0,20,0,0,0,     SOULIK
2018081800, TY,50,60,70,55,45,1002,215,15,0,20,0,0,0,     SOULIK
2018081800, TY,64,30,40,30,30,1002,215,15,0,20,0,0,0,     SOULIK
2018081806, TY,34,125,125,110,115,1002,205,15,0,20,0,0,0,     SOULIK
2018081806, TY,50,75,80,65,55,1002,205,15,0,20,0,0,0,     SOULIK
2018081806, TY,64,45,45,35,40,1002,205,15,0,20,0,0,0,     SOULIK
2018081812, TY,34,135,130,125,125,1002,200,15,0,20,0,0,0,     SOULIK
2018081812, TY,50,75,70,65,70,1002,200,15,0,20,0,0,0,     SOULIK
2018081812, TY,64,40,40,35,35,1002,200,15,0,20,0,0,0,     SOULIK
2018081818, TY,34,130,125,115,130,1002,205,20,0,30,0,0,0,     SOULIK
2018081818, TY,50,55,60,55,70,1002,205,20,0,30,0,0,0,     SOULIK
2018081818, TY,64,35,40,30,35,1002,205,20,0,30,0,0,0,     SOULIK
2018081900, TY,34,150,130,120,120,1003,215,17,0,25,0,0,0,     SOULIK
2018081900, TY,50,80,70,65,75,1003,215,17,0,25,0,0,0,     SOULIK
2018081900, TY,64,45,40,35,40,1003,215,17,0,25,0,0,0,     SOULIK
2018081906, TY,34,150,140,130,130,1002,200,17,0,25,0,0,0,     SOULIK
2018081906, TY,50,85,80,70,80,1002,200,17,0,25,0,0,0,     SOULIK
2018081906, TY,64,50,45,40,45,1002,200,17,0,25,0,0,0,     SOULIK
2018081912, TY,34,150,135,130,130,1002,200,17,0,25,0,0,0,     SOULIK
2018081912, TY,50,85,75,70,80,1002,200,17,0,25,0,0,0,     SOULIK
2018081912, TY,64,50,45,40,45,1002,200,17,0,25,0,0,0,     SOULIK
2018081918, TY,34,155,135,130,145,1003,225,30,0,0,0,0,0,     SOULIK
2018081918, TY,50,85,70,70,80,1003,225,30,0,0,0,0,0,     SOULIK
2018081918, TY,64,45,40,35,40,1003,225,30,0,0,0,0,0,     SOULIK
2018082000, TY,34,175,135,155,160,1003,205,40,0,40,0,0,0,     SOULIK
2018082000, TY,50,95,75,70,80,1003,205,40,0,40,0,0,0,     SOULIK
2018082000, TY,64,50,40,40,40,1003,205,40,0,40,0,0,0,     SOULIK
2018082006, TY,34,170,140,155,160,1002,220,40,0,40,0,0,0,     SOULIK
2018082006, TY,50,90,85,80,80,1002,220,40,0,40,0,0,0,     SOULIK
2018082006, TY,64,60,60,55,55,1002,220,40,0,40,0,0,0,     SOULIK
