TY,EYE,GUSTS,MRD,MSLP,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME,VMAX,YYYYMMDDHH
ST,0.013820620895555694,0.0,0.006910310447777847,0.6398947474642286,0.02349505552244468,0.13820620895555694,0.15202682985111263,0.13820620895555694,0.1312958985077791,0.6896489826882292,0.16584745074666832,YASI,0.089834035821112,2011020200
ST,0.014282599415551404,0.0,0.007141299707775702,0.6612843529400301,0.035706498538878514,0.06070104751609347,0.06784234722386917,0.06070104751609347,0.057130397662205616,0.7127017108360151,0.17139119298661684,YASI,0.09283689620108412,2011020200
ST,0.014354905428493952,0.0,0.007177452714246976,0.66463212133927,0.045935697371180646,0.03229853721411139,0.03588726357123488,0.03229853721411139,0.03229853721411139,0.7163097808818483,0.17225886514192743,YASI,0.0933068852852107,2011020200
ST,0.020765393150838248,0.0,0.006921797716946083,0.6381897495024288,0.02353411223761668,0.14535775205586773,0.1522795497728138,0.13843595433892164,0.13843595433892164,0.6914875919229136,0.14881865091434077,YASI,0.09344426917877212,2011020212
ST,0.017294140086321873,0.0,0.006917656034528749,0.6378078863835507,0.023520030517397747,0.14527077672510372,0.15218843275963248,0.13835312069057498,0.13143546465604622,0.691073837849422,0.15910608879416122,YASI,0.0933883564661381,2011020206
ST,0.02134091075458527,0.0,0.007113636918195091,0.6558773238575873,0.03556818459097545,0.08892046147743862,0.08892046147743862,0.08180682455924354,0.08892046147743862,0.7106523281276895,0.15294319374119444,YASI,0.09603409839563372,2011020212
ST,0.0177978323360918,0.0,0.00711913293443672,0.6563840565550656,0.0355956646721836,0.08187002874602228,0.08187002874602228,0.07831046227880392,0.07831046227880392,0.7112013801502283,0.16374005749204457,YASI,0.09610829461489571,2011020206
ST,0.021556219045490023,0.0,0.007185406348496674,0.6624944653313934,0.04598660063037872,0.057483250787973394,0.05389054761372506,0.043112438090980046,0.043112438090980046,0.7178220942148178,0.1544862364926785,YASI,0.0970029857047051,2011020212
ST,0.017966414877494858,0.0,0.007186565950997943,0.6626013806820104,0.04599402208638684,0.035932829754989716,0.043119395705987655,0.043119395705987655,0.035932829754989716,0.7179379385046946,0.1652910168729527,YASI,0.09701864033847223,2011020206
ST,0.018996010787391326,0.0,0.006919686600387299,0.637995104555709,0.023526934441316816,0.14531341860813327,0.15223310520852057,0.138393732007746,0.13486763398020482,0.6912766913786912,0.15406240894963863,YASI,0.09341576910522854,2011020208
ST,0.01770902590505388,0.0,0.006918151050382882,0.6378535268453017,0.0235217135713018,0.1452811720580405,0.1521993231084234,0.13836302100765763,0.1322721665154681,0.6911232899332499,0.15787652932151625,YASI,0.0933950391801689,2011020206
ST,0.02037528435554211,0.0,0.006947738955818841,0.6405815317264971,0.025119696487910174,0.13701180034582183,0.14302367427781182,0.1305319939019174,0.1305319939019174,0.6940791216863021,0.1507801850858483,YASI,0.09379447590355434,2011020211
ST,0.014312180565971609,0.0,0.007141663197088223,0.6612949287129334,0.035789107666467576,0.060502157972683754,0.06764382116977197,0.06055986631627408,0.0569601805459348,0.7127437579037637,0.171342208386527,YASI,0.09287047573394205,2011020200
ST,0.02031333246605295,0.0,0.007185807834014787,0.6625314822961633,0.045989170137694636,0.05002191645616984,0.05016128564713667,0.04311484700408872,0.0406266649321059,0.7178622026180772,0.15822714153929215,YASI,0.09700840575919961,2011020209
ST,0.020231730913648237,0.0,0.006957284893188308,0.6414616671519621,0.025703164687773648,0.13394063120453742,0.13961766856589233,0.1276234700772658,0.1276234700772658,0.695032760829512,0.1515019965012987,YASI,0.09392334605804217,2011020210
ST,0.021156401936672446,0.0,0.007178356183931474,0.6618444401584819,0.04488121305481991,0.06007751577730561,0.05686700430046184,0.04685680325480858,0.04685680325480858,0.7171177827747542,0.1554706577998926,YASI,0.09690780848307488,2011020211
ST,0.020807108386401683,0.0,0.007114464951373822,0.6559536685166664,0.035572324756869105,0.0878582389567332,0.0878582389567332,0.08128006047307916,0.08732195248901342,0.7107350486422447,0.1545698558576965,YASI,0.09604527684354658,2011020211
ST,0.020763050814756746,0.0,0.006922019289294022,0.6382101784729087,0.023552907902351587,0.14526617937516423,0.15218819866445824,0.13835618829837149,0.13835017419212084,0.6915097270004728,0.14883243587919742,YASI,0.0934472604054693,2011020211
ST,0.01627927189283491,0.0,0.007039401300188992,0.6500881849635352,0.03097546615650474,0.10338004803201206,0.10865697346256234,0.10117957873955513,0.09854111602428,0.7029723436173527,0.16454469261962196,YASI,0.09371268619491382,2011020203
ST,0.016227893451721955,0.0,0.007165203226800951,0.661979829203272,0.04113897972874091,0.0476218184409677,0.05478702166776865,0.051416792437207814,0.045936703825687285,0.715466779434359,0.1681699034469827,YASI,0.09504512894653241,2011020203
ST,0.01999810506093998,0.0,0.006920882236705404,0.6381053422242382,0.02353099960479837,0.14533852697081348,0.15225940920751888,0.13841764473410806,0.1368885614357556,0.6913961354468698,0.15109259303669487,YASI,0.09343191019552295,2011020210
ST,0.019577913151424275,0.0,0.007150521943087615,0.6592781231526782,0.040517112937812745,0.07031974428957091,0.06861813599586566,0.06163965843691138,0.06163965843691138,0.7143371421144528,0.15935717980989944,YASI,0.0965320462316828,2011020208
ST,0.014341038768559227,0.0,0.0071705193842796135,0.6639900949842923,0.04397396810635563,0.0377454970950694,0.0420155267704356,0.0377454970950694,0.03706072711184301,0.7156178345511055,0.17209246522271074,YASI,0.09321675199563499,2011020200
