YYYYMMDDHH,TY,EYE,GUSTS,MRD,VMAX,MSLP,MAXSEAS,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME
2017090918, TS,0,0,0,0,0,1007,185,40,0,0,0,0,0,      TALIM
2017091000, TS,34,110,120,65,75,1008,185,40,0,0,0,0,0,      TALIM
2017091006, TS,34,80,95,55,35,1008,185,40,50,0,0,0,0,      TALIM
2017091012, TS,34,120,130,50,35,1008,185,40,0,0,0,0,0,      TALIM
2017091018, TS,34,110,110,60,60,1006,175,35,0,0,0,0,0,      TALIM
2017091100, TS,34,140,120,85,130,1006,175,30,0,0,0,0,0,      TALIM
2017091100, TS,50,60,35,25,35,1006,175,30,0,0,0,0,0,      TALIM
2017091106, TS,34,140,125,55,105,1006,175,30,0,0,0,0,0,      TALIM
2017091106, TS,50,70,60,25,50,1006,175,30,0,0,0,0,0,      TALIM
2017091112, TS,34,140,110,65,135,1006,175,30,0,0,0,0,0,      TALIM
2017091112, TS,50,75,55,25,70,1006,175,30,0,0,0,0,0,      TALIM
2017091118, TS,34,125,100,45,105,1006,170,30,0,0,0,0,0,      TALIM
2017091118, TS,50,65,50,15,55,1006,170,30,0,0,0,0,0,      TALIM
2017091200, TY,34,140,110,80,105,1008,190,15,0,0,0,0,0,      TALIM
2017091200, TY,50,75,55,35,50,1008,190,15,0,0,0,0,0,      TALIM
2017091200, TY,64,15,15,5,10,1008,190,15,0,0,0,0,0,      TALIM
2017091206, TY,34,145,80,70,85,1008,190,15,0,0,0,0,0,      TALIM
2017091206, TY,50,60,50,30,45,1008,190,15,0,0,0,0,0,      TALIM
2017091206, TY,64,40,25,20,30,1008,190,15,0,0,0,0,0,      TALIM
2017091212, TY,34,190,175,100,135,1008,190,15,0,0,0,0,0,      TALIM
2017091212, TY,50,95,65,45,75,1008,190,15,0,0,0,0,0,      TALIM
2017091212, TY,64,55,40,30,45,1008,190,15,0,0,0,0,0,      TALIM
2017091218, TY,34,195,175,110,135,1008,190,15,0,0,0,0,0,      TALIM
2017091218, TY,50,95,65,45,75,1008,190,15,0,0,0,0,0,      TALIM
2017091218, TY,64,55,40,30,45,1008,190,15,0,0,0,0,0,      TALIM
2017091300, TY,34,200,180,115,140,1008,200,25,0,0,0,0,0,      TALIM
2017091300, TY,50,90,65,45,70,1008,200,25,0,0,0,0,0,      TALIM
2017091300, TY,64,50,55,30,35,1008,200,25,0,0,0,0,0,      TALIM
2017091306, TY,34,190,165,130,165,1008,200,20,0,30,0,0,0,      TALIM
2017091306, TY,50,105,90,70,90,1008,200,20,0,30,0,0,0,      TALIM
2017091306, TY,64,55,50,35,50,1008,200,20,0,30,0,0,0,      TALIM
2017091312, TY,34,190,180,145,175,1008,205,22,0,35,0,0,0,      TALIM
2017091312, TY,50,100,95,80,85,1008,205,22,0,35,0,0,0,      TALIM
2017091312, TY,64,60,65,50,50,1008,205,22,0,35,0,0,0,      TALIM
2017091318, TY,34,175,165,170,210,1008,205,22,0,35,0,0,0,      TALIM
2017091318, TY,50,100,90,85,80,1008,205,22,0,35,0,0,0,      TALIM
2017091318, TY,64,55,50,45,60,1008,205,22,0,35,0,0,0,      TALIM
2017091400, TY,34,190,180,160,180,1008,200,22,0,35,0,0,0,      TALIM
2017091400, TY,50,105,100,90,100,1008,200,22,0,35,0,0,0,      TALIM
2017091400, TY,64,60,55,45,55,1008,200,22,0,35,0,0,0,      TALIM
2017091406, TY,34,195,200,180,195,1008,205,35,0,60,0,0,0,      TALIM
2017091406, TY,50,110,120,115,110,1008,205,35,0,60,0,0,0,      TALIM
2017091406, TY,64,70,75,65,65,1008,205,35,0,60,0,0,0,      TALIM
2017091412, TY,34,195,190,170,185,1007,195,37,0,65,0,0,0,      TALIM
2017091412, TY,50,110,110,100,105,1007,195,37,0,65,0,0,0,      TALIM
2017091412, TY,64,60,60,55,60,1007,195,37,0,65,0,0,0,      TALIM
2017091418, TY,34,170,175,155,165,1007,195,25,0,40,0,0,0,      TALIM
2017091418, TY,50,105,80,80,80,1007,195,25,0,40,0,0,0,      TALIM
2017091418, TY,64,55,40,40,40,1007,195,25,0,40,0,0,0,      TALIM
2017091500, TY,34,200,165,160,175,1005,195,25,0,40,0,0,0,      TALIM
2017091500, TY,50,100,90,85,90,1005,195,25,0,40,0,0,0,      TALIM
2017091500, TY,64,45,35,35,40,1005,195,25,0,40,0,0,0,      TALIM
2017091506, TY,34,145,155,145,140,1006,190,20,0,30,0,0,0,      TALIM
2017091506, TY,50,80,85,80,75,1006,190,20,0,30,0,0,0,      TALIM
2017091506, TY,64,40,45,40,40,1006,190,20,0,30,0,0,0,      TALIM
