YYYYMMDDHH,TY,EYE,GUSTS,MRD,VMAX,MSLP,MAXSEAS,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME
2017072418, TY,50,30,30,30,30,1005,200,10,0,0,0.0,0.0,0.0,       NORU
2017072418, TY,64,15,15,15,15,1005,200,10,0,0,0.0,0.0,0.0,       NORU
2017072500, TY,34,95,95,95,95,1004,200,10,0,0,0.0,0.0,0.0,       NORU
2017072500, TY,50,30,30,30,30,1004,200,10,0,0,0.0,0.0,0.0,       NORU
2017072500, TY,64,15,15,15,15,1004,200,10,0,0,0.0,0.0,0.0,       NORU
2017072506, TY,34,130,130,115,115,1003,220,15,0,20,0.0,0.0,0.0,       NORU
2017072506, TY,50,30,30,30,30,1003,220,15,0,20,0.0,0.0,0.0,       NORU
2017072506, TY,64,15,15,15,15,1003,220,15,0,20,0.0,0.0,0.0,       NORU
2017072512, TY,34,130,130,120,100,1003,220,15,0,20,0.0,0.0,0.0,       NORU
2017072512, TY,50,60,60,50,50,1003,220,15,0,20,0.0,0.0,0.0,       NORU
2017072512, TY,64,20,20,20,20,1003,220,15,0,20,0.0,0.0,0.0,       NORU
2017072518, TY,34,145,125,110,95,1003,220,10,0,10,0.0,0.0,0.0,       NORU
2017072518, TY,50,80,65,55,45,1003,220,10,0,10,0.0,0.0,0.0,       NORU
2017072518, TY,64,40,35,30,25,1003,220,10,0,10,0.0,0.0,0.0,       NORU
2017072600, TY,34,180,160,115,130,1003,220,12,0,15,0.0,0.0,0.0,       NORU
2017072600, TY,50,85,65,55,45,1003,220,12,0,15,0.0,0.0,0.0,       NORU
2017072600, TY,64,50,45,30,25,1003,220,12,0,15,0.0,0.0,0.0,       NORU
2017072606, TY,34,180,160,115,130,1003,210,10,0,10,0.0,0.0,0.0,       NORU
2017072606, TY,50,85,65,55,45,1003,210,10,0,10,0.0,0.0,0.0,       NORU
2017072606, TY,64,50,45,30,25,1003,210,10,0,10,0.0,0.0,0.0,       NORU
2017072612, TY,34,160,100,115,130,1003,185,30,0,15,0.0,0.0,0.0,       NORU
2017072612, TY,50,80,60,55,60,1003,185,30,0,15,0.0,0.0,0.0,       NORU
2017072612, TY,64,40,25,25,25,1003,185,30,0,15,0.0,0.0,0.0,       NORU
2017072618, TY,34,190,125,115,130,1003,190,12,0,15,0.0,0.0,0.0,       NORU
2017072618, TY,50,80,60,55,45,1003,190,12,0,15,0.0,0.0,0.0,       NORU
2017072618, TY,64,50,45,30,25,1003,190,12,0,15,0.0,0.0,0.0,       NORU
2017072700, TY,34,135,80,70,115,1003,175,15,0,20,0.0,0.0,0.0,       NORU
2017072700, TY,50,70,50,45,80,1003,175,15,0,20,0.0,0.0,0.0,       NORU
2017072700, TY,64,40,25,20,40,1003,175,15,0,20,0.0,0.0,0.0,       NORU
2017072706, TY,34,135,80,70,115,1005,180,10,0,10,0.0,0.0,0.0,       NORU
2017072706, TY,50,90,55,50,75,1005,180,10,0,10,0.0,0.0,0.0,       NORU
2017072706, TY,64,40,30,30,35,1005,180,10,0,10,0.0,0.0,0.0,       NORU
2017072712, TY,34,170,110,70,140,1005,190,10,0,10,0.0,0.0,0.0,       NORU
2017072712, TY,50,75,50,25,80,1005,190,10,0,10,0.0,0.0,0.0,       NORU
2017072712, TY,64,20,20,20,35,1005,190,10,0,10,0.0,0.0,0.0,       NORU
2017072718, TY,34,170,110,70,140,1003,150,10,0,10,0.0,0.0,0.0,       NORU
2017072718, TY,50,75,50,25,80,1003,150,10,0,10,0.0,0.0,0.0,       NORU
2017072718, TY,64,40,20,20,45,1003,150,10,0,10,0.0,0.0,0.0,       NORU
2017072800, TY,34,170,110,70,140,1002,165,10,0,10,0.0,0.0,0.0,       NORU
2017072800, TY,50,75,50,25,80,1002,165,10,0,10,0.0,0.0,0.0,       NORU
2017072800, TY,64,35,20,20,40,1002,165,10,0,10,0.0,0.0,0.0,       NORU
2017072806, TY,34,170,110,70,140,1003,180,10,0,10,0.0,0.0,0.0,       NORU
2017072806, TY,50,75,50,25,80,1003,180,10,0,10,0.0,0.0,0.0,       NORU
2017072806, TY,64,35,20,20,35,1003,180,10,0,10,0.0,0.0,0.0,       NORU
2017072812, TY,34,110,110,70,140,1003,190,10,0,0,0.0,0.0,0.0,       NORU
2017072812, TY,50,75,50,25,80,1003,190,10,0,0,0.0,0.0,0.0,       NORU
2017072812, TY,64,20,20,20,35,1003,190,10,0,0,0.0,0.0,0.0,       NORU
2017072818, TY,34,60,55,75,95,1001,195,10,0,0,0.0,0.0,0.0,       NORU
2017072818, TY,50,30,30,40,30,1001,195,10,0,0,0.0,0.0,0.0,       NORU
2017072818, TY,64,20,20,20,15,1001,195,10,0,0,0.0,0.0,0.0,       NORU
2017072900, TY,34,60,55,75,95,1001,195,10,0,0,0.0,0.0,0.0,       NORU
2017072900, TY,50,40,40,40,40,1001,195,10,0,0,0.0,0.0,0.0,       NORU
2017072900, TY,64,20,20,20,20,1001,195,10,0,0,0.0,0.0,0.0,       NORU
2017072906, TY,34,55,50,70,90,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017072906, TY,50,40,40,45,45,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017072906, TY,64,20,20,25,25,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017072912, TY,34,55,50,75,90,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017072912, TY,50,40,40,45,50,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017072912, TY,64,20,20,25,25,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017072918, TY,34,70,70,90,85,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017072918, TY,50,30,30,40,40,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017073000, TY,34,100,110,120,125,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017073000, TY,50,55,45,60,60,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017073000, TY,64,35,30,30,35,1001,200,15,0,0,0.0,0.0,0.0,       NORU
2017073006, TY,34,115,105,115,125,1003,220,15,0,0,0.0,0.0,0.0,       NORU
2017073006, TY,50,55,55,55,65,1003,220,15,0,0,0.0,0.0,0.0,       NORU
2017073006, TY,64,35,30,35,40,1003,220,15,0,0,0.0,0.0,0.0,       NORU
2017073012, TY,34,100,100,100,105,1003,220,12,0,15,0.0,0.0,0.0,       NORU
2017073012, TY,50,60,55,50,65,1003,220,12,0,15,0.0,0.0,0.0,       NORU
2017073012, TY,64,25,25,25,25,1003,220,12,0,15,0.0,0.0,0.0,       NORU
2017073018, ST,34,135,120,130,140,1003,230,12,0,15,0.0,0.0,0.0,       NORU
2017073018, ST,50,75,65,70,75,1003,230,12,0,15,0.0,0.0,0.0,       NORU
2017073018, ST,64,40,35,40,40,1003,230,12,0,15,0.0,0.0,0.0,       NORU
2017073100, ST,34,135,120,130,140,1003,230,12,0,15,0.0,0.0,0.0,       NORU
2017073100, ST,50,75,65,70,75,1003,230,12,0,15,0.0,0.0,0.0,       NORU
2017073100, ST,64,40,35,40,40,1003,230,12,0,15,0.0,0.0,0.0,       NORU
2017073106, ST,34,110,120,120,110,1003,210,12,0,15,0.0,0.0,0.0,       NORU
2017073106, ST,50,65,70,70,65,1003,210,12,0,15,0.0,0.0,0.0,       NORU
2017073106, ST,64,40,40,40,40,1003,210,12,0,15,0.0,0.0,0.0,       NORU
2017073112, TY,34,110,120,120,110,1005,220,12,0,15,0.0,0.0,0.0,       NORU
2017073112, TY,50,65,70,70,65,1005,220,12,0,15,0.0,0.0,0.0,       NORU
2017073112, TY,64,40,40,40,40,1005,220,12,0,15,0.0,0.0,0.0,       NORU
2017073118, TY,34,125,140,135,140,1003,210,12,0,15,0.0,0.0,0.0,       NORU
2017073118, TY,50,65,80,75,75,1003,210,12,0,15,0.0,0.0,0.0,       NORU
2017073118, TY,64,35,45,40,40,1003,210,12,0,15,0.0,0.0,0.0,       NORU
2017080100, TY,34,140,140,120,140,1004,215,12,0,15,0.0,0.0,0.0,       NORU
2017080100, TY,50,75,75,65,75,1004,215,12,0,15,0.0,0.0,0.0,       NORU
2017080100, TY,64,40,40,35,40,1004,215,12,0,15,0.0,0.0,0.0,       NORU
2017080106, TY,34,140,140,120,140,1004,215,12,0,15,0.0,0.0,0.0,       NORU
2017080106, TY,50,75,75,65,75,1004,215,12,0,15,0.0,0.0,0.0,       NORU
2017080106, TY,64,40,40,35,40,1004,215,12,0,15,0.0,0.0,0.0,       NORU
2017080112, TY,34,130,130,110,130,1005,215,22,0,35,0.0,0.0,0.0,       NORU
2017080112, TY,50,65,65,55,65,1005,215,22,0,35,0.0,0.0,0.0,       NORU
2017080112, TY,64,35,35,30,35,1005,215,22,0,35,0.0,0.0,0.0,       NORU
2017080118, TY,34,125,130,115,120,1005,205,30,0,50,0.0,0.0,0.0,       NORU
2017080118, TY,50,65,70,60,65,1005,205,30,0,50,0.0,0.0,0.0,       NORU
2017080118, TY,64,35,40,30,35,1005,205,30,0,50,0.0,0.0,0.0,       NORU
2017080200, TY,34,125,120,110,120,1002,205,15,0,20,0.0,0.0,0.0,       NORU
2017080200, TY,50,65,65,55,65,1002,205,15,0,20,0.0,0.0,0.0,       NORU
2017080200, TY,64,35,35,30,35,1002,205,15,0,20,0.0,0.0,0.0,       NORU
2017080206, TY,34,135,130,120,130,1002,205,25,0,40,0.0,0.0,0.0,       NORU
2017080206, TY,50,85,85,65,85,1002,205,25,0,40,0.0,0.0,0.0,       NORU
2017080206, TY,64,60,55,35,50,1002,205,25,0,40,0.0,0.0,0.0,       NORU
2017080212, TY,34,135,130,120,130,1001,205,27,0,45,0.0,0.0,0.0,       NORU
2017080212, TY,50,85,85,65,85,1001,205,27,0,45,0.0,0.0,0.0,       NORU
2017080212, TY,64,60,55,35,50,1001,205,27,0,45,0.0,0.0,0.0,       NORU
2017080218, TY,34,135,130,120,130,1001,205,35,0,60,0.0,0.0,0.0,       NORU
2017080218, TY,50,85,85,65,85,1001,205,35,0,60,0.0,0.0,0.0,       NORU
2017080218, TY,64,60,55,35,50,1001,205,35,0,60,0.0,0.0,0.0,       NORU
2017080300, TY,34,135,130,120,130,1001,205,35,0,60,0.0,0.0,0.0,       NORU
2017080300, TY,50,85,85,65,85,1001,205,35,0,60,0.0,0.0,0.0,       NORU
2017080300, TY,64,60,55,35,50,1001,205,35,0,60,0.0,0.0,0.0,       NORU
2017080306, TY,34,170,125,100,125,1000,190,30,0,50,0.0,0.0,0.0,       NORU
2017080306, TY,50,65,50,45,55,1000,190,30,0,50,0.0,0.0,0.0,       NORU
2017080306, TY,64,35,35,35,35,1000,190,30,0,50,0.0,0.0,0.0,       NORU
2017080312, TY,34,160,125,100,125,1000,190,30,0,0,0.0,0.0,0.0,       NORU
2017080312, TY,50,65,50,45,55,1000,190,30,0,0,0.0,0.0,0.0,       NORU
2017080312, TY,64,35,35,35,35,1000,190,30,0,0,0.0,0.0,0.0,       NORU
2017080318, TY,34,160,125,100,125,1000,190,30,0,50,0.0,0.0,0.0,       NORU
2017080318, TY,50,65,50,45,55,1000,190,30,0,50,0.0,0.0,0.0,       NORU
2017080318, TY,64,35,35,35,35,1000,190,30,0,50,0.0,0.0,0.0,       NORU
2017080400, TY,34,160,125,100,125,1002,195,30,0,0,0.0,0.0,0.0,       NORU
2017080400, TY,50,65,50,45,55,1002,195,30,0,0,0.0,0.0,0.0,       NORU
2017080400, TY,64,35,35,35,35,1002,195,30,0,0,0.0,0.0,0.0,       NORU
2017080406, TY,34,160,125,125,150,1002,200,25,0,0,0.0,0.0,0.0,       NORU
2017080406, TY,50,80,70,70,95,1002,200,25,0,0,0.0,0.0,0.0,       NORU
2017080406, TY,64,35,35,35,35,1002,200,25,0,0,0.0,0.0,0.0,       NORU
2017080412, TY,34,120,120,90,100,1002,200,22,0,35,0.0,0.0,0.0,       NORU
2017080412, TY,50,80,70,70,80,1002,200,22,0,35,0.0,0.0,0.0,       NORU
2017080412, TY,64,35,35,35,35,1002,200,22,0,35,0.0,0.0,0.0,       NORU
2017080418, TY,34,120,120,90,100,1003,185,27,0,45,0.0,0.0,0.0,       NORU
2017080418, TY,50,80,70,70,80,1003,185,27,0,45,0.0,0.0,0.0,       NORU
2017080418, TY,64,35,35,35,35,1003,185,27,0,45,0.0,0.0,0.0,       NORU
2017080500, TY,34,140,115,105,120,1003,185,25,0,45,0.0,0.0,0.0,       NORU
2017080500, TY,50,65,45,45,65,1003,185,25,0,45,0.0,0.0,0.0,       NORU
2017080500, TY,64,25,25,25,25,1003,185,25,0,45,0.0,0.0,0.0,       NORU
2017080506, TY,34,120,105,90,105,1003,185,25,0,45,0.0,0.0,0.0,       NORU
2017080506, TY,50,70,40,35,65,1003,185,25,0,45,0.0,0.0,0.0,       NORU
2017080506, TY,64,25,25,20,25,1003,185,25,0,45,0.0,0.0,0.0,       NORU
2017080512, TY,34,120,105,90,105,1001,190,20,0,30,0.0,0.0,0.0,       NORU
2017080512, TY,50,70,40,35,65,1001,190,20,0,30,0.0,0.0,0.0,       NORU
2017080512, TY,64,25,25,20,25,1001,190,20,0,30,0.0,0.0,0.0,       NORU
2017080518, TY,34,110,105,115,105,1000,185,20,0,0,0.0,0.0,0.0,       NORU
2017080518, TY,50,60,65,65,55,1000,185,20,0,0,0.0,0.0,0.0,       NORU
2017080518, TY,64,20,20,20,20,1000,185,20,0,0,0.0,0.0,0.0,       NORU
2017080600, TY,34,110,105,115,105,1000,180,20,0,0,0.0,0.0,0.0,       NORU
2017080600, TY,50,60,65,65,55,1000,180,20,0,0,0.0,0.0,0.0,       NORU
2017080600, TY,64,20,20,20,20,1000,180,20,0,0,0.0,0.0,0.0,       NORU
2017080606, TY,34,110,105,115,105,998,200,7,0,5,0.0,0.0,0.0,       NORU
2017080606, TY,50,60,65,65,55,998,200,7,0,5,0.0,0.0,0.0,       NORU
2017080606, TY,64,20,20,20,20,998,200,7,0,5,0.0,0.0,0.0,       NORU
2017080612, TY,34,110,105,115,105,998,200,17,0,25,0.0,0.0,0.0,       NORU
2017080612, TY,50,60,65,65,55,998,200,17,0,25,0.0,0.0,0.0,       NORU
2017080612, TY,64,20,20,20,20,998,200,17,0,25,0.0,0.0,0.0,       NORU
2017080618, TY,34,110,105,115,105,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080618, TY,50,60,65,65,55,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080618, TY,64,20,20,20,20,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080700, TY,34,110,105,115,105,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080700, TY,50,60,65,65,55,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080700, TY,64,20,20,20,20,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080706, TY,34,110,105,115,105,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080706, TY,50,60,65,65,55,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080706, TY,64,20,20,20,20,998,200,12,0,15,0.0,0.0,0.0,       NORU
2017080712, TS,34,110,105,115,105,1000,200,12,0,0,0.0,0.0,0.0,       NORU
2017080712, TS,50,60,65,65,55,1000,200,12,0,0,0.0,0.0,0.0,       NORU
2017080718, TD,0,0,0,0,0,996,200,30,0,0,0.0,0.0,0.0,       NORU
2017080800, TD,0,0,0,0,0,996,200,30,0,0,0.0,0.0,0.0,       NORU
2017080806, DB,0,0,0,0,0,996,210,45,0,0,,,,
