YYYYMMDDHH,TY,EYE,GUSTS,MRD,VMAX,MSLP,MAXSEAS,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME
2017101606, TS,34,55,105,40,50,1005,200,20,0,0,0,0,0,        LAN
2017101612, TS,34,55,105,40,50,1004,245,20,0,0,0,0,0,        LAN
2017101618, TS,34,115,75,75,80,1003,270,30,0,0,0,0,0,        LAN
2017101700, TS,34,120,105,65,90,1003,270,25,0,0,0,0,0,        LAN
2017101703, TS,34,320,355,240,180,1003,270,25,0,0,0,0,0,        LAN
2017101706, TS,34,125,65,65,90,1005,290,25,0,0,0,0,0,        LAN
2017101706, TS,50,35,25,25,40,1005,290,25,0,0,0,0,0,        LAN
2017101712, TS,34,130,200,200,130,1002,290,25,0,0,0,0,0,        LAN
2017101712, TS,50,60,75,75,60,1002,290,25,0,0,0,0,0,        LAN
2017101718, TS,34,130,200,200,130,1002,290,25,0,0,0,0,0,        LAN
2017101718, TS,50,60,75,75,60,1002,290,25,0,0,0,0,0,        LAN
2017101800, TY,34,180,215,205,125,1002,290,25,0,0,0,0,0,        LAN
2017101800, TY,50,90,105,115,65,1002,290,25,0,0,0,0,0,        LAN
2017101800, TY,64,35,35,35,35,1002,290,25,0,0,0,0,0,        LAN
2017101806, TY,34,180,215,205,135,1003,305,20,0,0,0,0,0,        LAN
2017101806, TY,50,90,105,115,65,1003,305,20,0,0,0,0,0,        LAN
2017101806, TY,64,25,25,25,20,1003,305,20,0,0,0,0,0,        LAN
2017101812, TY,34,185,250,200,145,1005,320,20,0,0,0,0,0,        LAN
2017101812, TY,50,90,140,125,80,1005,320,20,0,0,0,0,0,        LAN
2017101812, TY,64,35,35,35,35,1005,320,20,0,0,0,0,0,        LAN
2017101818, TY,34,190,245,170,160,1005,320,20,0,0,0,0,0,        LAN
2017101818, TY,50,90,90,45,85,1005,320,20,0,0,0,0,0,        LAN
2017101818, TY,64,50,50,25,45,1005,320,20,0,0,0,0,0,        LAN
2017101900, TY,34,195,250,170,180,1006,350,20,0,0,0,0,0,        LAN
2017101900, TY,50,75,75,60,50,1006,350,20,0,0,0,0,0,        LAN
2017101900, TY,64,40,40,30,25,1006,350,20,0,0,0,0,0,        LAN
2017101906, TY,34,220,250,175,185,1006,400,20,0,0,0,0,0,        LAN
2017101906, TY,50,115,130,95,90,1006,400,20,0,0,0,0,0,        LAN
