TY,EYE,GUSTS,MRD,MSLP,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME,VMAX,YYYYMMDDHH
ST,0.02745685386829344,0.0,0.0171605336676834,0.6356261670509932,0.023338325788049424,0.1407163760750039,0.12698794914085718,0.12698794914085718,0.1372842693414672,0.6898534534408727,0.19906219054512744,KROSA,0.08923477507195368,2007100500
ST,0.027450549270998794,0.0,0.027450549270998794,0.6354802156236221,0.023332966880348974,0.14068406501386882,0.12695879037836943,0.12695879037836943,0.13725274635499396,0.6896950504338447,0.19901648221474125,KROSA,0.08921428513074608,2007100506
ST,0.027450549270998794,0.0,0.027450549270998794,0.6354802156236221,0.023332966880348974,0.14068406501386882,0.12695879037836943,0.12695879037836943,0.13725274635499396,0.6896950504338447,0.19901648221474125,KROSA,0.08921428513074608,2007100512
ST,0.017173485278389095,0.0,0.010304091167033458,0.6361058947115321,0.023355939978609172,0.1408225792827906,0.1270837910600793,0.1236490940044015,0.13738788222711276,0.6903741081912417,0.1992124292293135,KROSA,0.0893021234476233,2007100518
ST,0.02745685386829344,0.0,0.0171605336676834,0.6356261670509932,0.023338325788049424,0.1407163760750039,0.12698794914085718,0.12698794914085718,0.1372842693414672,0.6898534534408727,0.19906219054512744,KROSA,0.08923477507195368,2007100500
ST,0.027450549270998794,0.0,0.027450549270998794,0.6354802156236221,0.023332966880348974,0.14068406501386882,0.12695879037836943,0.12695879037836943,0.13725274635499396,0.6896950504338447,0.19901648221474125,KROSA,0.08921428513074608,2007100506
ST,0.027450549270998794,0.0,0.027450549270998794,0.6354802156236221,0.023332966880348974,0.14068406501386882,0.12695879037836943,0.12695879037836943,0.13725274635499396,0.6896950504338447,0.19901648221474125,KROSA,0.08921428513074608,2007100512
ST,0.017173485278389095,0.0,0.010304091167033458,0.6361058947115321,0.023355939978609172,0.1408225792827906,0.1270837910600793,0.1236490940044015,0.13738788222711276,0.6903741081912417,0.1992124292293135,KROSA,0.0893021234476233,2007100518
ST,0.028168657857452144,0.0,0.01760541116090759,0.6521044294000171,0.03521082232181518,0.07746380910799339,0.06690056241144884,0.07042164464363036,0.07746380910799339,0.707737528668485,0.20422276946652804,KROSA,0.09154813803671946,2007100500
ST,0.028161850232158968,0.0,0.028161850232158968,0.6519468328744802,0.03520231279019871,0.07744508813843716,0.06688439430137755,0.07040462558039742,0.07744508813843716,0.7075664870829941,0.20417341418315252,KROSA,0.09152601325451665,2007100506
ST,0.028161850232158968,0.0,0.028161850232158968,0.6519468328744802,0.03520231279019871,0.07744508813843716,0.06688439430137755,0.07040462558039742,0.07744508813843716,0.7075664870829941,0.20417341418315252,KROSA,0.09152601325451665,2007100512
ST,0.017611416719067456,0.0,0.010566850031440474,0.6523268752742586,0.03522283343813491,0.07749023356389681,0.07044566687626982,0.06692338353245635,0.07749023356389681,0.7079789521065118,0.20429243394118252,KROSA,0.09157936693915078,2007100518
ST,0.028168657857452144,0.0,0.01760541116090759,0.6521044294000171,0.03521082232181518,0.07746380910799339,0.06690056241144884,0.07042164464363036,0.07746380910799339,0.707737528668485,0.20422276946652804,KROSA,0.09154813803671946,2007100500
ST,0.028161850232158968,0.0,0.028161850232158968,0.6519468328744802,0.03520231279019871,0.07744508813843716,0.06688439430137755,0.07040462558039742,0.07744508813843716,0.7075664870829941,0.20417341418315252,KROSA,0.09152601325451665,2007100506
ST,0.028161850232158968,0.0,0.028161850232158968,0.6519468328744802,0.03520231279019871,0.07744508813843716,0.06688439430137755,0.07040462558039742,0.07744508813843716,0.7075664870829941,0.20417341418315252,KROSA,0.09152601325451665,2007100512
ST,0.017611416719067456,0.0,0.010566850031440474,0.6523268752742586,0.03522283343813491,0.07749023356389681,0.07044566687626982,0.06692338353245635,0.07749023356389681,0.7079789521065118,0.20429243394118252,KROSA,0.09157936693915078,2007100518
ST,0.028321311423085815,0.0,0.028321311423085815,0.6556383594444366,0.045314098276937304,0.04956229499040018,0.046022131062514446,0.046022131062514446,0.053102458918285904,0.7115729495050311,0.20532950781737216,KROSA,0.09204426212502889,2007100506
ST,0.028321311423085815,0.0,0.028321311423085815,0.6556383594444366,0.045314098276937304,0.04956229499040018,0.046022131062514446,0.046022131062514446,0.053102458918285904,0.7115729495050311,0.20532950781737216,KROSA,0.09204426212502889,2007100512
ST,0.017714033910143444,0.0,0.010628420346086067,0.6561278160317132,0.04534792680996722,0.049599294948401644,0.04605648816637296,0.04251368138434427,0.05314210173043034,0.7121041631877665,0.20548279335766398,KROSA,0.09211297633274591,2007100518
ST,0.028321311423085815,0.0,0.028321311423085815,0.6556383594444366,0.045314098276937304,0.04956229499040018,0.046022131062514446,0.046022131062514446,0.053102458918285904,0.7115729495050311,0.20532950781737216,KROSA,0.09204426212502889,2007100506
ST,0.028321311423085815,0.0,0.028321311423085815,0.6556383594444366,0.045314098276937304,0.04956229499040018,0.046022131062514446,0.046022131062514446,0.053102458918285904,0.7115729495050311,0.20532950781737216,KROSA,0.09204426212502889,2007100512
ST,0.017714033910143444,0.0,0.010628420346086067,0.6561278160317132,0.04534792680996722,0.049599294948401644,0.04605648816637296,0.04251368138434427,0.05314210173043034,0.7121041631877665,0.20548279335766398,KROSA,0.09211297633274591,2007100518
ST,0.02834227638803151,0.0,0.01771392274251969,0.6561236983829294,0.045347642220850415,0.04959898367905514,0.042513414582047264,0.042513414582047264,0.04959898367905514,0.7120996942492916,0.20548150381322844,KROSA,0.0921123982611024,2007100500
