TY,EYE,GUSTS,MRD,MSLP,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME,VMAX,YYYYMMDDHH
ST,0.01754313396477689,0.0,0.010525880378866134,0.649797682055336,0.02385866219209657,0.09824155020275058,0.10175017699570596,0.10175017699570596,0.09473292340979521,0.7059357107426221,0.17543133964776889,LUPIT,0.09122429661683983,2009101812
ST,0.01754785252339783,0.0,0.007019141009359132,0.647164801062912,0.02386507943182105,0.09826797413102785,0.10177754463570741,0.10177754463570741,0.09475840362634828,0.7061255855415287,0.18249766624333744,LUPIT,0.09475840362634828,2009101818
ST,0.021096936864511095,0.0,0.010548468432255547,0.6455662680540395,0.023909861779779242,0.09845237203438512,0.1019685281784703,0.1019685281784703,0.09493621589029994,0.7067473849611217,0.1828401194924295,LUPIT,0.09845237203438512,2009101900
ST,0.01405705969054518,0.0,0.010542794767908885,0.6508418636722418,0.023897001473926805,0.09839941783381627,0.09839941783381627,0.08434235814327108,0.09137088798854368,0.7063672494498953,0.18274177597708735,LUPIT,0.09137088798854368,2009101906
ST,0.017764990323738215,0.0,0.010658994194242929,0.6580152415912635,0.03552998064747643,0.05684796903596229,0.06395396516545758,0.06040096710070993,0.05684796903596229,0.7148632106272258,0.17764990323738214,LUPIT,0.09237794968343872,2009101812
ST,0.017769890223565458,0.0,0.007107956089426183,0.655353551445094,0.035539780447130916,0.056863648715409464,0.06397160480483564,0.06041762676012255,0.056863648715409464,0.7150603825962739,0.18480685832508076,LUPIT,0.09595740720725346,2009101818
ST,0.021364904044861407,0.0,0.010682452022430703,0.653766063772759,0.035608173408102343,0.056973077452963754,0.06409471213458422,0.06053389479377398,0.056973077452963754,0.7157242855028572,0.1851625017221322,LUPIT,0.09970288554268657,2009101900
ST,0.014218584752002439,0.0,0.01066393856400183,0.6583204740177129,0.0355464618800061,0.056874339008009756,0.060428985196010365,0.049765046632008536,0.049765046632008536,0.7144838837881226,0.1848416017760317,LUPIT,0.09242080088801585,2009101906
ST,0.017830063543233167,0.0,0.0106980381259399,0.6604255536413566,0.04564496267067691,0.03922613979511297,0.03922613979511297,0.03922613979511297,0.03922613979511297,0.7174817569797026,0.17830063543233168,LUPIT,0.09271633042481248,2009101812
ST,0.017835017500628783,0.0,0.007134007000251513,0.6577554454231895,0.045657644801609686,0.03923703850138332,0.03923703850138332,0.03923703850138332,0.03923703850138332,0.7176811042253022,0.18548418200653932,LUPIT,0.09630909450339542,2009101818
ST,0.02144351050577215,0.0,0.010721755252886074,0.6561714214766278,0.04574615574564725,0.03931310259391561,0.03931310259391561,0.03931310259391561,0.03931310259391561,0.718357601943367,0.18584375771669195,LUPIT,0.10006971569360336,2009101900
ST,0.01425367226580033,0.0,0.010690254199350248,0.6599450259065552,0.04561175125056106,0.03919759873095091,0.03919759873095091,0.03919759873095091,0.03919759873095091,0.7162470313564666,0.1852977394554043,LUPIT,0.09264886972770214,2009101906
ST,0.017626655353440702,0.0,0.008340102774007034,0.6511026019409977,0.028098461305097768,0.08323598238769887,0.08805075409101776,0.086761313458387,0.08100009194964149,0.7092966114224538,0.18073833441052178,LUPIT,0.09389449827594903,2009101815
ST,0.014849841803739702,0.0,0.010689600104482642,0.659427013118518,0.04477310211559128,0.0406878045441768,0.04128484620860632,0.04098632537639156,0.0406878045441768,0.7162032070003369,0.18528640181103243,LUPIT,0.09324024256994573,2009101905
ST,0.02140001315651661,0.0,0.010700006578258306,0.6548404025894083,0.04013624336219325,0.04908535395071292,0.05302615254955258,0.05105575325013275,0.04908535395071292,0.7169004407433065,0.18546678068981062,LUPIT,0.09986672806374418,2009101900
ST,0.021394975817491408,0.0,0.010697487908745704,0.654686260015237,0.039486570886495154,0.050217058387103025,0.0546142328091172,0.05241564559811011,0.050217058387103025,0.7167316898859621,0.1854231237515922,LUPIT,0.09984322048162657,2009101900
ST,0.01761802118039848,0.0,0.008195369235225182,0.6506711497435484,0.027634623247152462,0.08488298945344197,0.08955475445258747,0.08840659368952167,0.08250754598042807,0.7089491722992348,0.1809310987500126,LUPIT,0.093989153611086,2009101816
ST,0.021388739150055437,0.0,0.010694369575027719,0.6544954179916963,0.03868221939199387,0.0516182077181809,0.05658041542874594,0.05409931157346341,0.0516182077181809,0.7165227615268571,0.18536907263381378,LUPIT,0.09981411603359204,2009101900
ST,0.01779036137397224,0.0,0.007116144549588895,0.6561085274720961,0.038720081118914625,0.05132315930569304,0.056196905018874685,0.05376003216228386,0.05132315930569304,0.7158841416886428,0.18501975828931128,LUPIT,0.09606795141945007,2009101818
ST,0.015820075779309967,0.0,0.010668087432299373,0.6572998301249526,0.03556029144099791,0.05689646630559666,0.06125047505115185,0.05217834682176328,0.05138036722030788,0.714761857964058,0.18491351549318916,LUPIT,0.09405271694950537,2009101904
ST,0.02113702321044341,0.0,0.010720412430923193,0.6563322820936218,0.04574042637193895,0.03930817891338504,0.03930817891338504,0.03930817891338504,0.03930817891338504,0.7182676328718539,0.185820482136002,LUPIT,0.09975338103721348,2009101900
ST,0.017765953285329487,0.0,0.00996112006933435,0.6574921481671134,0.03553190657065897,0.056851050513054356,0.06395743182718615,0.06040424117012025,0.056851050513054356,0.7149019602016585,0.17905643665702153,LUPIT,0.09308140898557667,2009101813
ST,0.014090604120504906,0.0,0.01056795309037868,0.6523949707793771,0.026316282451967078,0.0897757709168766,0.09051397574409807,0.07716157645081463,0.08273046885662413,0.7080528570553715,0.1831778535665638,LUPIT,0.0915889267832819,2009101906
