YYYYMMDDHH,TY,EYE,GUSTS,MRD,VMAX,MSLP,MAXSEAS,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME
2018102206, TS,34,120,100,80,60,1005,200,35,0,0,0,0,0,       YUTU
2018102212, TS,34,115,105,60,90,1007,210,40,0,0,0,0,0,       YUTU
2018102212, TS,50,55,50,25,40,1007,210,40,0,0,0,0,0,       YUTU
2018102218, TS,34,125,115,65,110,1005,215,40,0,0,0,0,0,       YUTU
2018102218, TS,50,45,35,25,40,1005,215,40,0,0,0,0,0,       YUTU
2018102300, TY,34,170,100,40,130,1005,200,30,0,0,0,0,0,       YUTU
2018102300, TY,50,65,25,0,50,1005,200,30,0,0,0,0,0,       YUTU
2018102300, TY,64,50,0,0,25,1005,200,30,0,0,0,0,0,       YUTU
2018102306, TY,34,175,105,50,135,1004,190,30,0,0,0,0,0,       YUTU
2018102306, TY,50,70,55,35,60,1004,190,30,0,0,0,0,0,       YUTU
2018102306, TY,64,50,25,0,30,1004,190,30,0,0,0,0,0,       YUTU
2018102312, TY,34,165,100,55,140,1006,210,30,0,0,0,0,0,       YUTU
2018102312, TY,50,45,35,20,45,1006,210,30,0,0,0,0,0,       YUTU
2018102312, TY,64,30,30,0,30,1006,210,30,0,0,0,0,0,       YUTU
2018102318, TY,34,205,190,135,150,1006,205,17,0,25,0,0,0,       YUTU
2018102318, TY,50,115,105,75,80,1006,205,17,0,25,0,0,0,       YUTU
2018102318, TY,64,65,60,40,45,1006,205,17,0,25,0,0,0,       YUTU
2018102400, ST,34,180,135,110,160,1004,200,15,0,20,0,0,0,       YUTU
2018102400, ST,50,105,75,60,90,1004,200,15,0,20,0,0,0,       YUTU
2018102400, ST,64,55,40,30,50,1004,200,15,0,20,0,0,0,       YUTU
2018102406, ST,34,205,165,125,175,1003,205,15,0,20,0,0,0,       YUTU
2018102406, ST,50,120,100,70,105,1003,205,15,0,20,0,0,0,       YUTU
2018102406, ST,64,65,55,35,55,1003,205,15,0,20,0,0,0,       YUTU
2018102412, ST,34,210,170,125,180,1005,200,15,0,20,0,0,0,       YUTU
2018102412, ST,50,120,100,75,110,1005,200,15,0,20,0,0,0,       YUTU
