YYYYMMDDHH,TY,EYE,GUSTS,MRD,VMAX,MSLP,MAXSEAS,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME
2018092200, TS,34,165,90,40,105,1006,165,60,0,0,0,0,0,      TRAMI
2018092200, TS,50,30,0,0,25,1006,165,60,0,0,0,0,0,      TRAMI
2018092206, TS,34,165,85,50,105,1007,175,45,0,0,0,0,0,      TRAMI
2018092206, TS,50,60,35,35,60,1007,175,45,0,0,0,0,0,      TRAMI
2018092212, TS,34,165,95,55,115,1007,175,30,0,0,0,0,0,      TRAMI
2018092212, TS,50,60,45,45,55,1007,175,30,0,0,0,0,0,      TRAMI
2018092218, TY,34,165,100,70,120,1006,180,20,0,0,0,0,0,      TRAMI
2018092218, TY,50,65,50,30,50,1006,180,20,0,0,0,0,0,      TRAMI
2018092218, TY,64,20,10,10,20,1006,180,20,0,0,0,0,0,      TRAMI
2018092300, TY,34,165,95,75,135,1006,180,20,0,0,0,0,0,      TRAMI
2018092300, TY,50,85,45,45,80,1006,180,20,0,0,0,0,0,      TRAMI
2018092300, TY,64,25,15,15,25,1006,180,20,0,0,0,0,0,      TRAMI
2018092306, TY,34,170,75,75,135,1005,200,5,0,10,0,0,0,      TRAMI
2018092306, TY,50,50,30,30,50,1005,200,5,0,10,0,0,0,      TRAMI
2018092306, TY,64,20,20,20,20,1005,200,5,0,10,0,0,0,      TRAMI
2018092312, TY,34,160,100,105,150,1005,200,7,0,5,0,0,0,      TRAMI
2018092312, TY,50,90,50,55,80,1005,200,7,0,5,0,0,0,      TRAMI
2018092312, TY,64,45,25,30,45,1005,200,7,0,5,0,0,0,      TRAMI
2018092318, TY,34,155,115,140,170,1004,200,7,0,5,0,0,0,      TRAMI
2018092318, TY,50,85,60,75,95,1004,200,7,0,5,0,0,0,      TRAMI
2018092318, TY,64,45,30,40,50,1004,200,7,0,5,0,0,0,      TRAMI
2018092400, TY,34,180,115,120,165,1004,205,15,0,20,0,0,0,      TRAMI
2018092400, TY,50,100,60,65,95,1004,205,15,0,20,0,0,0,      TRAMI
2018092400, TY,64,55,30,35,50,1004,205,15,0,20,0,0,0,      TRAMI
2018092406, ST,34,175,145,120,165,1004,205,20,0,30,0,0,0,      TRAMI
2018092406, ST,50,100,80,65,95,1004,205,20,0,30,0,0,0,      TRAMI
2018092406, ST,64,55,45,35,50,1004,205,20,0,30,0,0,0,      TRAMI
2018092412, ST,34,195,170,155,180,1004,220,22,0,35,0,0,0,      TRAMI
2018092412, ST,50,110,95,85,100,1004,220,22,0,35,0,0,0,      TRAMI
2018092412, ST,64,60,50,45,55,1004,220,22,0,35,0,0,0,      TRAMI
2018092418, ST,34,205,180,150,190,1004,210,22,170,35,0,0,0,      TRAMI
2018092418, ST,50,115,95,85,105,1004,210,22,170,35,0,0,0,      TRAMI
2018092418, ST,64,60,50,45,55,1004,210,22,170,35,0,0,0,      TRAMI
2018092500, ST,34,185,165,150,175,1004,210,25,0,40,0,0,0,      TRAMI
2018092500, ST,50,105,95,85,100,1004,210,25,0,40,0,0,0,      TRAMI
2018092500, ST,64,55,50,45,55,1004,210,25,0,40,0,0,0,      TRAMI
2018092506, ST,34,190,170,170,175,1003,210,22,0,35,0,0,0,      TRAMI
2018092506, ST,50,110,95,95,100,1003,210,22,0,35,0,0,0,      TRAMI
2018092506, ST,64,60,50,50,55,1003,210,22,0,35,0,0,0,      TRAMI
2018092512, TY,34,185,180,175,175,1003,220,20,0,30,0,0,0,      TRAMI
2018092512, TY,50,105,100,95,95,1003,220,20,0,30,0,0,0,      TRAMI
2018092512, TY,64,70,65,60,60,1003,220,20,0,30,0,0,0,      TRAMI
2018092518, TY,34,210,195,175,185,1006,405,20,0,30,0,0,0,      TRAMI
2018092518, TY,50,120,110,100,105,1006,405,20,0,30,0,0,0,      TRAMI
2018092518, TY,64,65,60,55,55,1006,405,20,0,30,0,0,0,      TRAMI
2018092600, TY,34,185,190,160,165,1005,450,20,0,30,0,0,0,      TRAMI
2018092600, TY,50,105,105,90,90,1005,450,20,0,30,0,0,0,      TRAMI
2018092600, TY,64,55,60,45,50,1005,450,20,0,30,0,0,0,      TRAMI
2018092606, TY,34,190,190,165,175,1000,235,17,0,25,0,0,0,      TRAMI
2018092606, TY,50,105,105,90,100,1000,235,17,0,25,0,0,0,      TRAMI
2018092606, TY,64,60,60,50,50,1000,235,17,0,25,0,0,0,      TRAMI
2018092612, TY,34,220,190,150,170,1000,235,15,0,20,0,0,0,      TRAMI
2018092612, TY,50,110,95,95,95,1000,235,15,0,20,0,0,0,      TRAMI
2018092612, TY,64,60,60,50,50,1000,235,15,0,20,0,0,0,      TRAMI
2018092618, TY,34,195,190,145,165,1000,225,20,0,30,0,0,0,      TRAMI
2018092618, TY,50,110,105,80,90,1000,225,20,0,30,0,0,0,      TRAMI
2018092618, TY,64,60,55,40,50,1000,225,20,0,30,0,0,0,      TRAMI
2018092700, TY,34,200,175,190,185,1002,245,25,0,40,0,0,0,      TRAMI
2018092700, TY,50,95,100,80,95,1002,245,25,0,40,0,0,0,      TRAMI
2018092700, TY,64,60,55,40,50,1002,245,25,0,40,0,0,0,      TRAMI
2018092706, TY,34,210,210,175,175,1000,250,30,0,50,0,0,0,      TRAMI
2018092706, TY,50,120,120,100,105,1000,250,30,0,50,0,0,0,      TRAMI
2018092706, TY,64,65,65,55,55,1000,250,30,0,50,0,0,0,      TRAMI
