YYYYMMDDHH,MSLP,VMAX,TY,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,MRD,GUSTS,EYE,STORMNAME
2012061512,956,90,TY,34,85,80,80,85,1006,180,25,0,0,21
2012061812,952,95,TY,50,95,90,80,80,1000,190,25,0,25,21
2012061418,967,75,TY,34,65,65,70,75,1007,165,20,0,0,21
2012061712,929,125,TY,50,85,90,70,70,1002,170,15,0,15,21
2012061718,933,120,TY,50,95,90,80,70,1002,200,15,0,15,21
2012061800,937,115,TY,50,95,90,80,70,1002,200,15,0,10,21
2012061806,948,100,TY,50,95,90,80,70,1000,190,25,0,0,21
2012061412,970,70,TY,34,65,55,55,65,1007,160,20,0,0,21
2012061406,974,65,TY,34,65,55,55,65,1007,97,25,0,0,21
2012061612,929,125,TY,50,60,55,55,60,1002,160,15,0,15,21
2012061606,933,120,TY,50,60,55,55,60,1002,170,15,0,0,21
2012061500,959,85,TY,50,55,55,60,60,1007,175,20,0,0,21
2012061818,959,85,TY,50,75,75,70,60,1001,200,25,0,0,21
2012061600,948,100,TY,50,60,60,55,55,1005,180,20,0,0,21
2012061518,948,100,TY,50,55,55,55,55,1006,180,20,0,0,21
2012061506,959,85,TY,50,55,55,55,55,1006,180,20,0,0,21
2012061512,956,90,TY,50,55,55,55,55,1006,180,25,0,0,21
2012061418,967,75,TY,50,45,45,50,50,1007,165,20,0,0,21
2012061900,974,65,TY,50,60,60,50,50,1001,200,25,0,0,21
2012061712,929,125,TY,64,55,50,40,45,1002,170,15,0,15,21
2012061812,952,95,TY,64,55,55,45,40,1000,190,25,0,25,21
2012061718,933,120,TY,64,55,50,45,40,1002,200,15,0,15,21
2012061800,937,115,TY,64,55,50,45,40,1002,200,15,0,10,21
2012061806,948,100,TY,64,55,50,45,40,1000,190,25,0,0,21
2012061818,959,85,TY,64,50,50,50,40,1001,200,25,0,0,21
2012061612,929,125,TY,64,35,35,35,35,1002,160,15,0,15,21
2012061606,933,120,TY,64,35,35,35,35,1002,170,15,0,0,21
2012061412,970,70,TY,50,35,35,35,35,1007,160,20,0,0,21
2012061600,948,100,TY,64,35,35,35,35,1005,180,20,0,0,21
2012061518,948,100,TY,64,35,35,35,35,1006,180,20,0,0,21
2012061406,974,65,TY,50,35,35,35,35,1007,97,25,0,0,21
2012061512,956,90,TY,64,35,35,35,35,1006,180,25,0,0,21
2012061900,974,65,TY,64,35,35,35,35,1001,200,25,0,0,21
2012061500,959,85,TY,64,30,30,30,30,1007,175,20,0,0,21
2012061506,959,85,TY,64,30,30,30,30,1006,180,20,0,0,21
2012061418,967,75,TY,64,25,25,25,25,1007,165,20,0,0,21
2012061412,970,70,TY,64,20,20,20,20,1007,160,20,0,0,21
2014120418,914,145,ST,34,140,130,150,170,1006,190,10,0,10,22
2014120500,918,140,ST,34,120,110,150,160,1006,190,15,0,0,22
2014120412,911,150,ST,34,140,100,100,140,1005,200,10,0,10,22
2014120406,907,155,ST,34,140,100,85,130,1005,200,12,0,15,22
2014120318,926,130,ST,34,115,95,85,120,1007,205,10,0,0,22
2014120400,907,155,ST,34,105,85,105,120,1008,215,15,0,20,22
2014120506,922,135,ST,34,120,110,110,120,1006,180,10,0,10,22
2014120512,926,130,ST,34,120,110,110,120,1005,190,15,0,15,22
2014120406,907,155,ST,50,75,65,65,75,1005,200,12,0,15,22
2014120412,911,150,ST,50,75,65,65,75,1005,200,10,0,10,22
2014120418,914,145,ST,50,75,65,65,75,1006,190,10,0,10,22
2014120506,922,135,ST,50,70,60,60,70,1006,180,10,0,10,22
2014120512,926,130,ST,50,70,60,60,70,1005,190,15,0,15,22
2014120400,907,155,ST,50,60,60,65,65,1008,215,15,0,20,22
2014120500,918,140,ST,50,35,50,55,65,1006,190,15,0,0,22
2014120406,907,155,ST,64,50,50,55,55,1005,200,12,0,15,22
2014120412,911,150,ST,64,55,50,50,55,1005,200,10,0,10,22
2014120418,914,145,ST,64,55,50,50,55,1006,190,10,0,10,22
2014120318,926,130,ST,50,50,45,50,50,1007,205,10,0,0,22
2014120400,907,155,ST,64,40,40,45,45,1008,215,15,0,20,22
2014120500,918,140,ST,64,25,35,35,40,1006,190,15,0,0,22
2014120506,922,135,ST,64,40,40,40,40,1006,180,10,0,10,22
2014120512,926,130,ST,64,40,40,40,40,1005,190,15,0,15,22
2014120318,926,130,ST,64,30,30,30,30,1007,205,10,0,0,22
2014121106,1000,30,TD,0,0,0,0,0,1008,160,45,0,0,22
2014121112,1004,25,TD,0,0,0,0,0,1009,160,45,0,0,22
2014121118,1004,25,TD,0,0,0,0,0,1009,150,60,0,0,22
2014121100,1000,30,TD,0,0,0,0,0,1008,150,45,0,0,22
2014121000,989,45,TS,34,115,90,90,115,1009,185,35,0,0,22
2014120812,985,45,TS,34,105,80,80,105,1006,175,25,0,0,22
2014120818,993,40,TS,34,105,80,80,105,1008,190,25,0,0,22
2014120900,993,40,TS,34,105,80,80,105,1008,190,25,0,0,22
2014120906,993,40,TS,34,105,80,80,105,1009,180,35,0,0,22
2014120912,993,40,TS,34,105,80,80,105,1009,180,35,0,0,22
2014120918,989,45,TS,34,105,80,80,105,1009,180,35,0,0,22
2014121006,989,45,TS,34,100,85,85,100,1009,170,35,0,0,22
2014121012,996,35,TS,34,100,85,85,100,1009,170,35,0,0,22
2014121018,996,35,TS,34,100,85,85,100,1008,150,45,0,0,22
2014120200,982,55,TS,34,90,50,50,55,1005,175,10,0,0,22
2014120118,989,45,TS,34,50,45,45,50,1005,175,30,0,0,22
2014120112,993,40,TS,34,40,40,40,40,1006,160,40,0,0,22
2014120200,982,55,TS,50,20,20,20,20,1005,175,10,0,0,22
2014120800,978,60,TS,34,105,80,80,105,1007,185,20,0,0,22
2014120806,985,50,TS,34,105,80,80,105,1006,175,25,0,0,22
2014120206,978,60,TS,34,90,70,55,95,1007,185,10,0,0,22
2014120800,978,60,TS,50,40,40,40,40,1007,185,20,0,0,22
2014120206,978,60,TS,50,35,35,30,35,1007,185,10,0,0,22
2014120518,929,125,TY,34,135,110,110,135,1005,190,20,0,30,22
2014120600,933,120,TY,34,125,110,110,125,1006,180,17,145,25,22
2014120606,937,115,TY,34,125,110,110,125,1006,180,20,0,30,22
2014120612,941,110,TY,34,125,110,110,125,1006,190,20,135,30,22
2014120618,948,100,TY,34,125,110,110,125,1006,195,20,0,30,22
2014120700,956,90,TY,34,65,70,100,125,1006,195,17,0,25,22
2014120300,956,90,TY,34,120,90,85,120,1006,195,10,0,0,22
2014120306,948,100,TY,34,120,90,85,120,1005,195,10,0,0,22
2014120312,941,110,TY,34,120,90,85,120,1007,195,10,0,0,22
2014120706,959,85,TY,34,120,90,90,115,1005,185,17,0,0,22
2014120712,967,75,TY,34,120,90,90,115,1007,185,17,0,0,22
2014120218,959,85,TY,34,110,90,85,110,1006,195,10,0,0,22
2014120718,974,65,TY,34,110,85,85,110,1007,185,20,0,0,22
2014120212,970,70,TY,34,100,80,75,105,1007,185,10,0,0,22
2014120518,929,125,TY,50,70,60,60,70,1005,190,20,0,30,22
2014120600,933,120,TY,50,60,50,65,65,1006,180,17,145,25,22
2014120606,937,115,TY,50,60,50,65,65,1006,180,20,0,30,22
2014120612,941,110,TY,50,60,50,65,65,1006,190,20,135,30,22
2014120618,948,100,TY,50,60,50,65,65,1006,195,20,0,30,22
2014120700,956,90,TY,50,45,40,65,65,1006,195,17,0,25,22
2014120218,959,85,TY,50,50,45,45,50,1006,195,10,0,0,22
2014120300,956,90,TY,50,50,45,45,50,1006,195,10,0,0,22
2014120306,948,100,TY,50,50,45,45,50,1005,195,10,0,0,22
2014120312,941,110,TY,50,50,45,45,50,1007,195,10,0,0,22
2014120518,929,125,TY,64,45,40,45,50,1005,190,20,0,30,22
2014120706,959,85,TY,50,50,50,50,50,1005,185,17,0,0,22
2014120712,967,75,TY,50,50,50,50,50,1007,185,17,0,0,22
2014120600,933,120,TY,64,40,35,45,45,1006,180,17,145,25,22
2014120606,937,115,TY,64,40,35,45,45,1006,180,20,0,30,22
2014120612,941,110,TY,64,40,35,45,45,1006,190,20,135,30,22
2014120618,948,100,TY,64,40,35,45,45,1006,195,20,0,30,22
2014120718,974,65,TY,50,45,45,45,45,1007,185,20,0,0,22
2014120212,970,70,TY,50,35,35,30,35,1007,185,10,0,0,22
2014120218,959,85,TY,64,30,30,30,30,1006,195,10,0,0,22
2014120300,956,90,TY,64,30,30,30,30,1006,195,10,0,0,22
2014120306,948,100,TY,64,30,30,30,30,1005,195,10,0,0,22
2014120312,941,110,TY,64,30,30,30,30,1007,195,10,0,0,22
2014120700,956,90,TY,64,30,30,30,30,1006,195,17,0,25,22
2014120706,959,85,TY,64,25,25,25,25,1005,185,17,0,0,22
2014120712,967,75,TY,64,25,25,25,25,1007,185,17,0,0,22
2014120212,970,70,TY,64,20,20,20,20,1007,185,10,0,0,22
2014120718,974,65,TY,64,20,20,20,20,1007,185,20,0,0,22
2016101812,919,140,ST,34,200,180,180,200,1005,220,17,0,25,23
2016101818,914,145,ST,34,200,180,180,200,1004,210,20,0,30,23
2016101900,918,140,ST,34,210,180,180,200,1006,220,20,0,30,23
2016101906,925,135,ST,34,210,180,180,200,1004,220,15,0,20,23
2016101800,926,130,ST,34,200,180,170,180,1005,205,12,0,15,23
2016101806,922,135,ST,34,200,180,170,180,1003,200,12,0,15,23
2016101812,919,140,ST,50,116,104,104,116,1005,220,17,0,25,23
2016101818,914,145,ST,50,116,104,104,116,1004,210,20,0,30,23
2016101900,918,140,ST,50,122,104,104,116,1006,220,20,0,30,23
2016101906,925,135,ST,50,122,103,103,116,1004,220,15,0,20,23
2016101800,926,130,ST,50,116,103,97,103,1005,205,12,0,15,23
2016101806,922,135,ST,50,116,103,97,103,1003,200,12,0,15,23
2016101818,914,145,ST,64,64,57,57,64,1004,210,20,0,30,23
2016101812,919,140,ST,64,63,56,56,63,1005,220,17,0,25,23
2016101900,918,140,ST,64,67,56,56,63,1006,220,20,0,30,23
2016101906,925,135,ST,64,67,56,56,63,1004,220,15,0,20,23
2016101800,926,130,ST,64,63,56,52,56,1005,205,12,0,15,23
2016101806,922,135,ST,64,63,56,53,56,1003,200,12,0,15,23
2016101518,982,55,TS,34,110,110,100,100,1007,190,30,0,0,23
2016101506,993,40,TS,34,70,70,80,90,1007,230,40,55,0,23
2016101512,989,45,TS,34,90,80,90,90,1002,150,30,0,0,23
2016101518,982,55,TS,50,55,55,49,49,1007,190,30,0,0,23
2016102106,978,60,TS,34,150,120,120,150,1003,220,25,0,0,23
2016101600,978,60,TS,34,110,110,100,140,1005,200,25,80,0,23
2016102106,978,60,TS,50,80,62,62,80,1003,220,25,0,0,23
2016101600,978,60,TS,50,55,55,49,74,1005,200,25,80,0,23
2016102112,985,50,TS,34,150,120,120,140,1003,220,25,0,0,23
2016102118,996,35,TS,34,150,120,120,120,1003,220,30,0,0,23
2016102112,985,50,TS,50,80,61,61,74,1003,220,25,0,0,23
2016101612,970,70,TY,34,140,120,120,120,1006,180,25,0,0,23
2016101612,970,70,TY,50,75,62,62,62,1006,180,25,0,0,23
2016101612,970,70,TY,64,39,32,32,32,1006,180,25,0,0,23
2016102006,959,85,TY,34,240,220,220,240,1003,240,42,0,75,23
2016102000,959,95,TY,34,240,240,200,230,1003,240,20,115,0,23
2016101912,938,120,TY,34,220,200,190,200,1004,220,15,0,20,23
2016101918,944,105,TY,34,230,210,190,200,1004,240,20,0,0,23
2016101718,929,125,TY,34,200,180,160,180,1006,210,10,0,10,23
2016101712,941,110,TY,34,200,180,160,170,1006,210,10,0,10,23
2016102012,963,80,TY,34,220,180,150,170,1003,220,45,0,80,23
2016102018,963,80,TY,34,210,150,150,170,1003,240,35,0,60,23
2016101706,944,105,TY,34,200,180,160,160,1006,190,10,0,10,23
2016101700,952,95,TY,34,180,160,150,150,1006,190,20,0,0,23
2016102100,970,70,TY,34,150,120,120,150,1003,240,25,0,40,23
2016101618,956,90,TY,34,170,140,140,140,1006,190,25,115,0,23
2016102006,959,85,TY,50,138,126,126,138,1003,240,42,0,75,23
2016102000,959,95,TY,50,139,139,114,133,1003,240,20,115,0,23
2016101606,974,65,TY,34,140,120,110,120,1006,180,25,0,0,23
2016101912,938,120,TY,50,128,115,109,115,1004,220,15,0,20,23
2016101918,944,105,TY,50,133,121,108,114,1004,240,20,0,0,23
2016101718,929,125,TY,50,115,103,90,103,1006,210,10,0,10,23
2016101712,941,110,TY,50,115,102,89,96,1006,210,10,0,10,23
2016102012,963,80,TY,50,126,100,81,94,1003,220,45,0,80,23
2016102018,963,80,TY,50,119,81,81,94,1003,240,35,0,60,23
2016101706,944,105,TY,50,114,102,89,89,1006,190,10,0,10,23
2016101700,952,95,TY,50,101,89,82,82,1006,190,20,0,0,23
2016102100,970,70,TY,50,81,62,62,81,1003,240,25,0,40,23
2016101618,956,90,TY,50,95,76,76,76,1006,190,25,115,0,23
2016102006,959,85,TY,64,75,68,68,75,1003,240,42,0,75,23
2016102000,959,95,TY,64,76,76,62,72,1003,240,20,115,0,23
2016101912,938,120,TY,64,70,63,59,63,1004,220,15,0,20,23
2016101606,974,65,TY,50,74,62,55,62,1006,180,25,0,0,23
2016101918,944,105,TY,64,72,65,58,62,1004,240,20,0,0,23
2016101718,929,125,TY,64,63,56,49,56,1006,210,10,0,10,23
2016101712,941,110,TY,64,62,55,48,52,1006,210,10,0,10,23
2016102012,963,80,TY,64,68,54,43,50,1003,220,45,0,80,23
2016102018,963,80,TY,64,64,43,43,50,1003,240,35,0,60,23
2016101706,944,105,TY,64,62,55,48,48,1006,190,10,0,10,23
2016101700,952,95,TY,64,55,48,44,44,1006,190,20,0,0,23
2016102100,970,70,TY,64,43,32,32,43,1003,240,25,0,40,23
2016101618,956,90,TY,64,51,40,40,40,1006,190,25,115,0,23
2016101606,974,65,TY,64,39,32,29,32,1006,180,25,0,0,23
2013110712,895,170,ST,34,130,100,115,130,1003,200,17,0,25,24
2013110718,895,170,ST,34,130,115,120,130,1000,220,17,0,25,24
2013110800,899,165,ST,34,130,115,120,130,1000,220,15,0,20,24
2013110806,914,145,ST,34,130,115,120,130,1002,200,10,0,10,24
2013110812,926,130,ST,34,130,115,120,130,1004,200,15,0,20,24
2013110612,911,150,ST,34,125,120,120,125,1006,200,7,0,5,24
2013110618,907,155,ST,34,125,95,110,125,1006,200,12,0,15,24
2013110700,907,155,ST,34,125,95,110,125,1006,200,15,0,20,24
2013110706,903,160,ST,34,125,95,110,125,1003,200,17,0,25,24
2013110606,922,135,ST,34,115,105,105,115,1006,220,7,0,5,24
2013110600,926,130,ST,34,105,95,95,105,1007,210,7,0,5,24
2013110612,911,150,ST,50,75,75,75,75,1006,200,7,0,5,24
2013110712,895,170,ST,50,65,60,55,70,1003,200,17,0,25,24
2013110718,895,170,ST,50,65,60,60,70,1000,220,17,0,25,24
2013110800,899,165,ST,50,65,60,60,70,1000,220,15,0,20,24
2013110806,914,145,ST,50,65,60,60,70,1002,200,10,0,10,24
2013110812,926,130,ST,50,65,60,60,70,1004,200,15,0,20,24
2013110600,926,130,ST,50,65,65,65,65,1007,210,7,0,5,24
2013110606,922,135,ST,50,65,65,65,65,1006,220,7,0,5,24
2013110618,907,155,ST,50,60,55,50,65,1006,200,12,0,15,24
2013110700,907,155,ST,50,60,55,50,65,1006,200,15,0,20,24
2013110706,903,160,ST,50,60,55,50,65,1003,200,17,0,25,24
2013110712,895,170,ST,64,50,35,30,50,1003,200,17,0,25,24
2013110718,895,170,ST,64,50,45,40,50,1000,220,17,0,25,24
2013110800,899,165,ST,64,50,45,40,50,1000,220,15,0,20,24
2013110806,914,145,ST,64,50,45,40,50,1002,200,10,0,10,24
2013110812,926,130,ST,64,50,45,40,50,1004,200,15,0,20,24
2013110612,911,150,ST,64,45,45,45,45,1006,200,7,0,5,24
2013110618,907,155,ST,64,45,30,25,45,1006,200,12,0,15,24
2013110700,907,155,ST,64,45,30,25,45,1006,200,15,0,20,24
2013110706,903,160,ST,64,45,30,25,45,1003,200,17,0,25,24
2013110600,926,130,ST,64,35,35,35,35,1007,210,7,0,5,24
2013110606,922,135,ST,64,35,35,35,35,1006,220,7,0,5,24
2013110406,993,40,TS,34,45,40,40,45,1005,190,35,0,0,24
2013111106,989,45,TS,34,55,50,50,55,1008,180,30,0,0,24
2013110412,989,45,TS,34,50,45,45,50,1008,190,35,0,0,24
2013111100,978,60,TS,34,110,100,100,110,1008,170,30,0,0,24
2013110418,982,55,TS,34,55,50,50,55,1008,190,25,0,0,24
2013111100,978,60,TS,50,50,50,50,50,1008,170,30,0,0,24
2013110418,982,55,TS,50,30,30,30,30,1008,190,25,0,0,24
2013110818,933,120,TY,34,130,120,120,130,1004,200,10,0,0,24
2013110900,937,115,TY,34,130,120,120,130,1004,200,15,0,0,24
2013110906,944,105,TY,34,130,120,120,130,1004,210,15,0,0,24
2013110912,948,100,TY,34,120,110,110,120,1004,200,15,0,0,24
2013110918,952,95,TY,34,120,110,110,120,1005,200,10,0,0,24
2013111000,956,90,TY,34,120,110,110,120,1005,200,15,0,0,24
2013111006,963,80,TY,34,120,110,110,120,1006,200,15,0,0,24
2013111012,963,80,TY,34,110,100,100,110,1006,180,20,0,0,24
2013111018,970,70,TY,34,110,100,100,110,1006,180,20,0,0,24
2013110518,941,110,TY,34,90,80,80,90,1007,210,7,0,5,24
2013110512,956,90,TY,34,70,65,65,70,1006,210,15,0,0,24
2013110900,937,115,TY,50,70,70,70,70,1004,200,15,0,0,24
2013110906,944,105,TY,50,70,70,70,70,1004,210,15,0,0,24
2013110818,933,120,TY,50,65,65,65,65,1004,200,10,0,0,24
2013110912,948,100,TY,50,60,60,60,60,1004,200,15,0,0,24
2013110918,952,95,TY,50,60,60,60,60,1005,200,10,0,0,24
2013111000,956,90,TY,50,60,60,60,60,1005,200,15,0,0,24
2013111006,963,80,TY,50,60,60,60,60,1006,200,15,0,0,24
2013110500,970,70,TY,34,55,50,50,55,1006,200,15,0,0,24
2013110506,967,75,TY,34,55,50,50,55,1005,210,15,0,0,24
2013111012,963,80,TY,50,50,50,50,50,1006,180,20,0,0,24
2013111018,970,70,TY,50,50,50,50,50,1006,180,20,0,0,24
2013110512,956,90,TY,50,45,40,40,45,1006,210,15,0,0,24
2013110518,941,110,TY,50,45,45,45,45,1007,210,7,0,5,24
2013110900,937,115,TY,64,45,45,45,45,1004,200,15,0,0,24
2013110906,944,105,TY,64,45,45,45,45,1004,210,15,0,0,24
2013110818,933,120,TY,64,40,40,40,40,1004,200,10,0,0,24
2013110912,948,100,TY,64,35,35,35,35,1004,200,15,0,0,24
2013110918,952,95,TY,64,35,35,35,35,1005,200,10,0,0,24
2013111000,956,90,TY,64,35,35,35,35,1005,200,15,0,0,24
2013111006,963,80,TY,64,35,35,35,35,1006,200,15,0,0,24
2013110500,970,70,TY,50,30,30,30,30,1006,200,15,0,0,24
2013110506,967,75,TY,50,30,30,30,30,1005,210,15,0,0,24
2013110512,956,90,TY,64,25,25,25,25,1006,210,15,0,0,24
2013110518,941,110,TY,64,25,25,25,25,1007,210,7,0,5,24
2013111012,963,80,TY,64,25,25,25,25,1006,180,20,0,0,24
2013110506,967,75,TY,64,15,15,15,15,1005,210,15,0,0,24
2015071718,1000,30,TD,0,0,0,0,0,1008,150,35,0,0,25
2015071906,1000,30,TD,0,0,0,0,0,1008,175,35,0,0,25
2015071912,1000,30,TD,0,0,0,0,0,1008,175,35,0,0,25
2015071700,996,35,TS,34,65,50,45,50,1011,150,15,0,0,25
2015071706,996,35,TS,0,0,0,0,0,1009,120,20,0,0,25
2015071712,996,35,TS,0,0,0,0,0,1007,120,20,0,0,25
2015071918,996,35,TS,0,0,0,0,0,1007,170,30,0,0,25
2015072506,978,60,TS,34,105,90,90,95,1009,190,15,0,0,25
2015072512,982,55,TS,34,95,70,70,85,1009,180,15,0,0,25
2015072012,985,50,TS,34,70,55,25,80,1009,185,25,0,0,25
2015072018,978,60,TS,34,70,55,25,80,1011,190,25,0,0,25
2015072600,989,45,TS,34,80,70,90,80,1007,140,35,0,0,25
2015072606,993,40,TS,34,80,70,90,80,1007,140,35,0,0,25
2015072518,985,50,TS,34,90,80,80,70,1006,140,35,0,0,25
2015072506,978,60,TS,50,45,40,40,55,1009,190,15,0,0,25
2015071618,996,35,TS,34,65,50,45,50,1011,150,15,0,0,25
2015071118,1002,45,TS,34,40,20,20,40,1010,210,35,55,0,25
2015071200,1002,45,TS,34,40,20,20,40,1010,210,35,55,0,25
2015072006,989,45,TS,34,50,45,25,40,1007,170,25,0,0,25
2015071112,1003,40,TS,34,35,20,20,35,1010,210,30,50,0,25
2015071100,1004,35,TS,34,30,10,10,30,1010,210,100,45,0,25
2015071106,1004,35,TS,34,30,10,10,30,1010,210,30,45,0,25
2015072512,982,55,TS,50,30,25,25,30,1009,180,15,0,0,25
2015072018,978,60,TS,50,25,20,10,25,1011,190,25,0,0,25
2015072000,993,40,TS,0,0,0,0,0,1007,170,25,0,0,25
2015072206,963,80,TS,34,105,95,75,105,1009,210,10,0,10,25
2015071512,978,60,TS,34,105,70,65,100,1010,190,15,0,0,25
2015071518,982,55,TS,34,105,70,65,100,1010,190,15,0,0,25
2015071600,982,55,TS,34,75,50,45,85,1010,180,15,0,0,25
2015071512,978,60,TS,50,60,35,35,55,1010,190,15,0,0,25
2015071518,982,55,TS,50,60,35,35,55,1010,190,15,0,0,25
2015071606,989,45,TS,34,65,50,45,55,1010,160,15,0,0,25
2015071206,999,50,TS,34,60,30,30,50,1010,250,30,60,0,25
2015071612,993,40,TS,34,65,50,45,50,1011,160,15,0,0,25
2015072206,963,80,TS,50,55,35,35,50,1009,210,10,0,10,25
2015071212,999,50,TS,34,50,30,30,45,1010,230,30,60,0,25
2015071218,999,50,TS,34,50,30,30,45,1010,230,30,60,0,25
2015071600,982,55,TS,50,40,35,35,40,1010,180,15,0,0,25
2015071206,999,50,TS,50,30,0,0,30,1010,250,30,60,0,25
2015071212,999,50,TS,50,30,0,0,30,1010,230,30,60,0,25
2015071218,999,50,TS,50,30,0,0,30,1010,230,30,60,0,25
2015072206,963,80,TS,64,30,20,20,25,1009,210,10,0,10,25
2015071300,985,50,TS,34,50,30,30,45,1010,230,30,0,0,25
2015071306,982,55,TS,34,50,30,30,45,1010,230,30,0,0,25
2015071312,978,60,TS,34,45,45,35,40,1009,215,30,0,0,25
2015071300,985,50,TS,50,30,0,0,30,1010,230,30,0,0,25
2015071306,982,55,TS,50,30,0,0,30,1010,230,30,0,0,25
2015071312,978,60,TS,50,20,20,20,20,1009,215,30,0,0,25
2015072112,963,80,TY,34,80,70,60,90,1009,210,7,0,5,25
2015072100,974,65,TY,34,70,55,25,80,1009,190,25,0,0,25
2015072106,967,75,TY,34,70,55,45,80,1009,190,7,0,5,25
2015072112,963,80,TY,50,35,30,30,35,1009,210,7,0,5,25
2015072100,974,65,TY,50,25,20,20,25,1009,190,25,0,0,25
2015072106,967,75,TY,50,25,20,20,25,1009,190,7,0,5,25
2015072112,963,80,TY,64,20,20,20,20,1009,210,7,0,5,25
2015072412,970,70,TY,34,100,105,100,115,1009,190,15,0,0,25
2015072418,974,65,TY,34,100,105,100,115,1009,190,15,0,0,25
2015072500,974,65,TY,34,100,105,100,115,1009,190,15,0,0,25
2015072306,963,80,TY,34,120,95,85,110,1009,190,10,0,0,25
2015072312,963,80,TY,34,120,105,85,110,1009,190,20,0,0,25
2015072200,963,80,TY,34,105,95,75,105,1009,210,10,0,0,25
2015072212,959,85,TY,34,105,95,75,105,1009,210,10,0,0,25
2015071412,963,80,TY,34,100,60,50,100,1009,200,10,0,0,25
2015071418,963,80,TY,34,100,60,50,100,1009,190,15,0,0,25
2015071500,967,75,TY,34,100,60,50,100,1010,190,15,0,0,25
2015072318,963,80,TY,34,100,100,95,100,1009,190,12,0,15,25
2015072400,967,75,TY,34,100,100,95,100,1009,190,12,0,15,25
2015072406,967,75,TY,34,100,100,95,100,1009,190,12,0,0,25
2015072118,963,80,TY,34,95,85,70,95,1009,210,7,0,5,25
2015072218,959,85,TY,34,95,85,85,95,1009,190,12,0,15,25
2015072300,959,85,TY,34,95,85,85,95,1009,190,10,0,10,25
2015071400,963,80,TY,34,90,60,60,90,1008,215,10,0,10,25
2015071406,959,85,TY,34,90,60,50,90,1009,200,10,0,0,25
2015072318,963,80,TY,50,60,50,50,60,1009,190,12,0,15,25
2015072400,967,75,TY,50,60,50,50,60,1009,190,12,0,15,25
2015072406,967,75,TY,50,60,60,50,60,1009,190,12,0,0,25
2015072306,963,80,TY,50,70,45,35,55,1009,190,10,0,0,25
2015072312,963,80,TY,50,70,55,35,55,1009,190,20,0,0,25
2015071412,963,80,TY,50,50,25,40,50,1009,200,10,0,0,25
2015071418,963,80,TY,50,50,30,40,50,1009,190,15,0,0,25
2015071500,967,75,TY,50,50,30,40,50,1010,190,15,0,0,25
2015072200,963,80,TY,50,55,35,35,50,1009,210,10,0,0,25
2015072212,959,85,TY,50,55,35,35,50,1009,210,10,0,0,25
2015072218,959,85,TY,50,50,40,40,50,1009,190,12,0,15,25
2015072300,959,85,TY,50,50,40,40,50,1009,190,10,0,10,25
2015071400,963,80,TY,50,45,40,40,45,1008,215,10,0,10,25
2015071406,959,85,TY,50,45,25,40,45,1009,200,10,0,0,25
2015072412,970,70,TY,50,70,60,25,45,1009,190,15,0,0,25
2015072418,974,65,TY,50,70,60,45,45,1009,190,15,0,0,25
2015072500,974,65,TY,50,70,60,45,45,1009,190,15,0,0,25
2015072118,963,80,TY,50,40,35,35,40,1009,210,7,0,5,25
2015072200,963,80,TY,64,30,20,20,25,1009,210,10,0,0,25
2015072212,959,85,TY,64,30,20,20,25,1009,210,10,0,0,25
2015072218,959,85,TY,64,25,20,20,25,1009,190,12,0,15,25
2015072300,959,85,TY,64,25,20,20,25,1009,190,10,0,10,25
2015072306,963,80,TY,64,35,20,20,25,1009,190,10,0,0,25
2015072312,963,80,TY,64,35,25,20,25,1009,190,20,0,0,25
2015072318,963,80,TY,64,25,25,25,25,1009,190,12,0,15,25
2015072400,967,75,TY,64,25,25,25,25,1009,190,12,0,15,25
2015072406,967,75,TY,64,25,25,25,25,1009,190,12,0,0,25
2015071412,963,80,TY,64,20,5,10,20,1009,200,10,0,0,25
2015071418,963,80,TY,64,20,10,10,20,1009,190,15,0,0,25
2015071500,967,75,TY,64,20,10,10,20,1010,190,15,0,0,25
2015072118,963,80,TY,64,20,20,20,20,1009,210,7,0,5,25
2015071400,963,80,TY,64,15,15,15,15,1008,215,10,0,10,25
2015071406,959,85,TY,64,15,5,10,15,1009,200,10,0,0,25
2015072412,970,70,TY,64,25,20,5,15,1009,190,15,0,0,25
2014080212,918,140,ST,34,130,105,105,130,1007,195,20,0,30,26
2014080218,918,140,ST,34,130,105,105,130,1005,210,17,0,25,26
2014080300,918,140,ST,34,130,105,105,130,1005,210,17,0,25,26
2014080306,922,135,ST,34,110,105,105,110,1006,210,17,0,25,26
2014080312,926,130,ST,34,110,105,105,110,1006,210,12,0,15,26
2014080212,918,140,ST,50,70,65,65,70,1007,195,20,0,30,26
2014080218,918,140,ST,50,70,65,65,70,1005,210,17,0,25,26
2014080300,918,140,ST,50,70,65,65,70,1005,210,17,0,25,26
2014080306,922,135,ST,50,60,55,55,60,1006,210,17,0,25,26
2014080312,926,130,ST,50,60,55,55,60,1006,210,12,0,15,26
2014080212,918,140,ST,64,40,40,40,40,1007,195,20,0,30,26
2014080218,918,140,ST,64,40,40,40,40,1005,210,17,0,25,26
2014080300,918,140,ST,64,40,40,40,40,1005,210,17,0,25,26
2014080306,922,135,ST,64,35,35,35,35,1006,210,17,0,25,26
2014080312,926,130,ST,64,35,35,35,35,1006,210,12,0,15,26
2014080106,978,60,TS,34,90,85,80,90,1006,190,35,0,0,26
